sname,rname,order,city,province,geometry
上海南京东路(地铁站),上海地铁10号线(夜班)(虹桥火车站--五角场),6,上海,上海市,"31.24007005,121.48014114"
上海海伦路(地铁站),上海地铁10号线(夜班)(虹桥火车站--五角场),7,上海,上海市,"31.26127445,121.48422228"
上海四平路(地铁站),上海地铁10号线(夜班)(虹桥火车站--五角场),8,上海,上海市,"31.27688273,121.49705761"
上海五角场(地铁站),上海地铁10号线(夜班)(虹桥火车站--五角场),9,上海,上海市,"31.30007566,121.51024671"
上海基隆路(地铁站),上海地铁10号线(基隆路--航中路),1,上海,上海市,"31.35346305,121.58619759"
上海港城路(地铁站),上海地铁10号线(基隆路--航中路),2,上海,上海市,"31.35536505,121.57078686"
上海高桥(地铁站),上海地铁10号线(基隆路--航中路),3,上海,上海市,"31.35474909,121.55872244"
上海高桥西(地铁站),上海地铁10号线(基隆路--航中路),4,上海,上海市,"31.35359195,121.54499946"
上海双江路(地铁站),上海地铁10号线(基隆路--航中路),5,上海,上海市,"31.35568166,121.53511745"
上海国帆路(地铁站),上海地铁10号线(基隆路--航中路),6,上海,上海市,"31.34156253,121.50877411"
上海新江湾城(地铁站),上海地铁10号线(基隆路--航中路),7,上海,上海市,"31.33049577,121.5025369"
上海殷高东路(地铁站),上海地铁10号线(基隆路--航中路),8,上海,上海市,"31.32376838,121.50238204"
上海三门路(地铁站),上海地铁10号线(基隆路--航中路),9,上海,上海市,"31.31522328,121.50393099"
上海江湾体育场(地铁站),上海地铁10号线(基隆路--航中路),10,上海,上海市,"31.3063208,121.50892343"
上海五角场(地铁站),上海地铁10号线(基隆路--航中路),11,上海,上海市,"31.30007668,121.51024844"
上海国权路(地铁站),上海地铁10号线(基隆路--航中路),12,上海,上海市,"31.29129978,121.50562338"
上海同济大学(地铁站),上海地铁10号线(基隆路--航中路),13,上海,上海市,"31.28391873,121.50185524"
上海四平路(地铁站),上海地铁10号线(基隆路--航中路),14,上海,上海市,"31.27688317,121.4970592"
上海邮电新村(地铁站),上海地铁10号线(基隆路--航中路),15,上海,上海市,"31.2704166,121.48979244"
上海海伦路(地铁站),上海地铁10号线(基隆路--航中路),16,上海,上海市,"31.26127547,121.48422339"
上海四川北路(地铁站),上海地铁10号线(基隆路--航中路),17,上海,上海市,"31.2539968,121.47971795"
上海天潼路(地铁站),上海地铁10号线(基隆路--航中路),18,上海,上海市,"31.24577447,121.4778254"
上海南京东路(地铁站),上海地铁10号线(基隆路--航中路),19,上海,上海市,"31.24007135,121.48014161"
上海豫园(地铁站),上海地铁10号线(基隆路--航中路),20,上海,上海市,"31.22998716,121.4829502"
上海老西门(地铁站),上海地铁10号线(基隆路--航中路),21,上海,上海市,"31.22099095,121.47930432"
上海一大会址·新天地(地铁站),上海地铁10号线(基隆路--航中路),22,上海,上海市,"31.21832068,121.47066417"
上海陕西南路(地铁站),上海地铁10号线(基隆路--航中路),23,上海,上海市,"31.21706068,121.45417687"
上海上海图书馆(地铁站),上海地铁10号线(基隆路--航中路),24,上海,上海市,"31.20984411,121.43976096"
上海交通大学(地铁站),上海地铁10号线(基隆路--航中路),25,上海,上海市,"31.20408639,121.43063299"
上海虹桥路(地铁站),上海地铁10号线(基隆路--航中路),26,上海,上海市,"31.19849352,121.41782501"
上海宋园路(地铁站),上海地铁10号线(基隆路--航中路),27,上海,上海市,"31.19839438,121.40743412"
上海伊犁路(地铁站),上海地铁10号线(基隆路--航中路),28,上海,上海市,"31.20072923,121.39924956"
上海水城路(地铁站),上海地铁10号线(基隆路--航中路),29,上海,上海市,"31.20133358,121.38761183"
上海龙溪路(地铁站),上海地铁10号线(基隆路--航中路),30,上海,上海市,"31.19626243,121.37539866"
上海龙柏新村(地铁站),上海地铁10号线(基隆路--航中路),31,上海,上海市,"31.17876429,121.36585762"
上海紫藤路(地铁站),上海地铁10号线(基隆路--航中路),32,上海,上海市,"31.17156674,121.36021842"
上海航中路(地铁站),上海地铁10号线(基隆路--航中路),33,上海,上海市,"31.16732704,121.35073979"
上海花桥(地铁站),上海地铁11号线(花桥--迪士尼),1,上海,上海市,"31.30060201,121.09978376"
上海光明路(地铁站),上海地铁11号线(花桥--迪士尼),2,上海,上海市,"31.29802922,121.11257016"
上海兆丰路(地铁站),上海地铁11号线(花桥--迪士尼),3,上海,上海市,"31.29091197,121.14574343"
上海安亭(地铁站),上海地铁11号线(花桥--迪士尼),4,上海,上海市,"31.29037589,121.15743652"
上海上海汽车城(地铁站),上海地铁11号线(花桥--迪士尼),5,上海,上海市,"31.28732593,121.176231"
上海昌吉东路(地铁站),上海地铁11号线(花桥--迪士尼),6,上海,上海市,"31.29557396,121.19590911"
上海上海赛车场(地铁站),上海地铁11号线(花桥--迪士尼),7,上海,上海市,"31.33386846,121.2216538"
上海嘉定新城(地铁站),上海地铁11号线(花桥--迪士尼),8,上海,上海市,"31.3320429,121.24985975"
上海马陆(地铁站),上海地铁11号线(花桥--迪士尼),9,上海,上海市,"31.32164725,121.27245478"
上海陈翔公路(地铁站),上海地铁11号线(花桥--迪士尼),10,上海,上海市,"31.30841784,121.30228476"
上海南翔(地铁站),上海地铁11号线(花桥--迪士尼),11,上海,上海市,"31.29885985,121.31860298"
上海桃浦新村(地铁站),上海地铁11号线(花桥--迪士尼),12,上海,上海市,"31.28346744,121.3450287"
上海武威路(地铁站),上海地铁11号线(花桥--迪士尼),13,上海,上海市,"31.27848972,121.36005498"
上海祁连山路(地铁站),上海地铁11号线(花桥--迪士尼),14,上海,上海市,"31.27348105,121.37139589"
上海李子园(地铁站),上海地铁11号线(花桥--迪士尼),15,上海,上海市,"31.27084124,121.38531699"
上海上海西站(地铁站),上海地铁11号线(花桥--迪士尼),16,上海,上海市,"31.26456465,121.39596434"
上海真如(地铁站),上海地铁11号线(花桥--迪士尼),17,上海,上海市,"31.25259418,121.40256668"
上海枫桥路(地铁站),上海地铁11号线(花桥--迪士尼),18,上海,上海市,"31.24368149,121.4067513"
上海曹杨路(地铁站),上海地铁11号线(花桥--迪士尼),19,上海,上海市,"31.23966109,121.41291566"
上海隆德路(地铁站),上海地铁11号线(花桥--迪士尼),20,上海,上海市,"31.23235347,121.41893721"
上海江苏路(地铁站),上海地铁11号线(花桥--迪士尼),21,上海,上海市,"31.22226532,121.42600591"
上海交通大学(地铁站),上海地铁11号线(花桥--迪士尼),22,上海,上海市,"31.20408543,121.43063223"
上海徐家汇(地铁站),上海地铁11号线(花桥--迪士尼),23,上海,上海市,"31.19631547,121.43156353"
上海上海游泳馆(地铁站),上海地铁11号线(花桥--迪士尼),24,上海,上海市,"31.18101691,121.43681851"
上海龙华(地铁站),上海地铁11号线(花桥--迪士尼),25,上海,上海市,"31.17459069,121.44837924"
上海云锦路(地铁站),上海地铁11号线(花桥--迪士尼),26,上海,上海市,"31.16842264,121.45395526"
上海龙耀路(地铁站),上海地铁11号线(花桥--迪士尼),27,上海,上海市,"31.16166036,121.45514244"
上海东方体育中心(地铁站),上海地铁11号线(花桥--迪士尼),28,上海,上海市,"31.15536479,121.47580925"
上海三林(地铁站),上海地铁11号线(花桥--迪士尼),29,上海,上海市,"31.14532124,121.50741448"
上海三林东(地铁站),上海地铁11号线(花桥--迪士尼),30,上海,上海市,"31.14858748,121.51865631"
上海浦三路(地铁站),上海地铁11号线(花桥--迪士尼),31,上海,上海市,"31.15302848,121.53471234"
上海康恒路(地铁站),上海地铁11号线(花桥--迪士尼),32,上海,上海市,"31.15642746,121.54944503"
上海御桥(地铁站),上海地铁11号线(花桥--迪士尼),33,上海,上海市,"31.16035288,121.56669403"
上海罗山路(地铁站),上海地铁11号线(花桥--迪士尼),34,上海,上海市,"31.15549895,121.58895486"
上海秀沿路(地铁站),上海地铁11号线(花桥--迪士尼),35,上海,上海市,"31.14037617,121.59419578"
上海康新公路(地铁站),上海地铁11号线(花桥--迪士尼),36,上海,上海市,"31.13268532,121.61300173"
上海迪士尼(地铁站),上海地铁11号线(花桥--迪士尼),37,上海,上海市,"31.14342517,121.66368405"
上海迪士尼(地铁站),上海地铁11号线(迪士尼--花桥),1,上海,上海市,"31.14342634,121.66368379"
上海康新公路(地铁站),上海地铁11号线(迪士尼--花桥),2,上海,上海市,"31.13268638,121.61300148"
上海秀沿路(地铁站),上海地铁11号线(迪士尼--花桥),3,上海,上海市,"31.14037645,121.59419652"
上海罗山路(地铁站),上海地铁11号线(迪士尼--花桥),4,上海,上海市,"31.15549977,121.58895515"
上海御桥(地铁站),上海地铁11号线(迪士尼--花桥),5,上海,上海市,"31.16035324,121.56669521"
上海康恒路(地铁站),上海地铁11号线(迪士尼--花桥),6,上海,上海市,"31.15642647,121.54944599"
上海浦三路(地铁站),上海地铁11号线(迪士尼--花桥),7,上海,上海市,"31.1530281,121.53471204"
上海三林东(地铁站),上海地铁11号线(迪士尼--花桥),8,上海,上海市,"31.14858774,121.51865696"
上海三林(地铁站),上海地铁11号线(迪士尼--花桥),9,上海,上海市,"31.14532182,121.50741449"
上海东方体育中心(地铁站),上海地铁11号线(迪士尼--花桥),10,上海,上海市,"31.1553649,121.47580907"
上海龙耀路(地铁站),上海地铁11号线(迪士尼--花桥),11,上海,上海市,"31.16166118,121.45514159"
上海云锦路(地铁站),上海地铁11号线(迪士尼--花桥),12,上海,上海市,"31.16842318,121.45395448"
上海龙华(地铁站),上海地铁11号线(迪士尼--花桥),13,上海,上海市,"31.17459161,121.44837847"
上海上海游泳馆(地铁站),上海地铁11号线(迪士尼--花桥),14,上海,上海市,"31.18101764,121.43681812"
上海徐家汇(地铁站),上海地铁11号线(迪士尼--花桥),15,上海,上海市,"31.19631511,121.43156358"
上海交通大学(地铁站),上海地铁11号线(迪士尼--花桥),16,上海,上海市,"31.20408591,121.43063416"
上海江苏路(地铁站),上海地铁11号线(迪士尼--花桥),17,上海,上海市,"31.22226608,121.42600507"
上海隆德路(地铁站),上海地铁11号线(迪士尼--花桥),18,上海,上海市,"31.23235426,121.41893685"
上海曹杨路(地铁站),上海地铁11号线(迪士尼--花桥),19,上海,上海市,"31.23966097,121.41291558"
上海枫桥路(地铁站),上海地铁11号线(迪士尼--花桥),20,上海,上海市,"31.24368225,121.40675151"
上海真如(地铁站),上海地铁11号线(迪士尼--花桥),21,上海,上海市,"31.2525941,121.40256549"
上海上海西站(地铁站),上海地铁11号线(迪士尼--花桥),22,上海,上海市,"31.26456307,121.39596398"
上海李子园(地铁站),上海地铁11号线(迪士尼--花桥),23,上海,上海市,"31.27084225,121.38531709"
上海祁连山路(地铁站),上海地铁11号线(迪士尼--花桥),24,上海,上海市,"31.27348053,121.37139608"
上海武威路(地铁站),上海地铁11号线(迪士尼--花桥),25,上海,上海市,"31.27848825,121.36005519"
上海桃浦新村(地铁站),上海地铁11号线(迪士尼--花桥),26,上海,上海市,"31.28346761,121.34502894"
上海南翔(地铁站),上海地铁11号线(迪士尼--花桥),27,上海,上海市,"31.29885949,121.31860258"
上海陈翔公路(地铁站),上海地铁11号线(迪士尼--花桥),28,上海,上海市,"31.30841925,121.30228423"
上海马陆(地铁站),上海地铁11号线(迪士尼--花桥),29,上海,上海市,"31.32164697,121.2724544"
上海嘉定新城(地铁站),上海地铁11号线(迪士尼--花桥),30,上海,上海市,"31.33204366,121.24985878"
上海上海赛车场(地铁站),上海地铁11号线(迪士尼--花桥),31,上海,上海市,"31.33386842,121.22165474"
上海昌吉东路(地铁站),上海地铁11号线(迪士尼--花桥),32,上海,上海市,"31.29557253,121.19590977"
上海上海汽车城(地铁站),上海地铁11号线(迪士尼--花桥),33,上海,上海市,"31.28732476,121.17623168"
上海安亭(地铁站),上海地铁11号线(迪士尼--花桥),34,上海,上海市,"31.29037666,121.15743503"
上海兆丰路(地铁站),上海地铁11号线(迪士尼--花桥),35,上海,上海市,"31.29091275,121.14574305"
上海光明路(地铁站),上海地铁11号线(迪士尼--花桥),36,上海,上海市,"31.29802821,121.11256857"
上海花桥(地铁站),上海地铁11号线(迪士尼--花桥),37,上海,上海市,"31.30060075,121.09978481"
上海洞泾(地铁站),上海地铁12号线西延线(洞泾--七莘路),1,上海,上海市,"31.0885137,121.22700371"
上海刘五公路(地铁站),上海地铁12号线西延线(洞泾--七莘路),2,上海,上海市,"31.09236116,121.24445053"
上海同乐路(地铁站),上海地铁12号线西延线(洞泾--七莘路),3,上海,上海市,"31.09478442,121.26457257"
上海千帆路(地铁站),上海地铁12号线西延线(洞泾--七莘路),4,上海,上海市,"31.09426085,121.31996835"
上海场西路(地铁站),上海地铁12号线西延线(洞泾--七莘路),5,上海,上海市,"31.09526666,121.33529712"
上海场东路(地铁站),上海地铁12号线西延线(洞泾--七莘路),6,上海,上海市,"31.101699,121.35311085"
上海七莘路(地铁站),上海地铁12号线西延线(洞泾--七莘路),7,上海,上海市,"31.13355308,121.3578553"
上海七莘路(地铁站),上海地铁12号线西延线(七莘路--洞泾),1,上海,上海市,"31.13355178,121.35785556"
上海场东路(地铁站),上海地铁12号线西延线(七莘路--洞泾),2,上海,上海市,"31.10169949,121.35311134"
上海场西路(地铁站),上海地铁12号线西延线(七莘路--洞泾),3,上海,上海市,"31.09526807,121.3352979"
上海千帆路(地铁站),上海地铁12号线西延线(七莘路--洞泾),4,上海,上海市,"31.09426136,121.31996955"
上海同乐路(地铁站),上海地铁12号线西延线(七莘路--洞泾),5,上海,上海市,"31.09478363,121.26457197"
上海刘五公路(地铁站),上海地铁12号线西延线(七莘路--洞泾),6,上海,上海市,"31.09236238,121.24445016"
上海洞泾(地铁站),上海地铁12号线西延线(七莘路--洞泾),7,上海,上海市,"31.08851385,121.22700388"
上海洞泾(地铁站),上海地铁12号线西延线(洞泾--七莘路),1,上海,上海市,"31.08851228,121.22700238"
上海刘五公路(地铁站),上海地铁12号线西延线(洞泾--七莘路),2,上海,上海市,"31.09236146,121.24445036"
上海同乐路(地铁站),上海地铁12号线西延线(洞泾--七莘路),3,上海,上海市,"31.09478366,121.26457316"
上海千帆路(地铁站),上海地铁12号线西延线(洞泾--七莘路),4,上海,上海市,"31.09426173,121.31996894"
上海场西路(地铁站),上海地铁12号线西延线(洞泾--七莘路),5,上海,上海市,"31.09526782,121.33529759"
上海场东路(地铁站),上海地铁12号线西延线(洞泾--七莘路),6,上海,上海市,"31.10169907,121.35311178"
上海七莘路(地铁站),上海地铁12号线西延线(洞泾--七莘路),7,上海,上海市,"31.13355171,121.35785647"
上海七莘路(地铁站),上海地铁12号线西延线(七莘路--洞泾),1,上海,上海市,"31.13355212,121.35785642"
上海场东路(地铁站),上海地铁12号线西延线(七莘路--洞泾),2,上海,上海市,"31.10169919,121.35311076"
上海场西路(地铁站),上海地铁12号线西延线(七莘路--洞泾),3,上海,上海市,"31.09526842,121.33529713"
上海千帆路(地铁站),上海地铁12号线西延线(七莘路--洞泾),4,上海,上海市,"31.09426117,121.31996889"
上海同乐路(地铁站),上海地铁12号线西延线(七莘路--洞泾),5,上海,上海市,"31.09478477,121.26457248"
上海刘五公路(地铁站),上海地铁12号线西延线(七莘路--洞泾),6,上海,上海市,"31.09236239,121.24445102"
上海洞泾(地铁站),上海地铁12号线西延线(七莘路--洞泾),7,上海,上海市,"31.08851203,121.22700234"
上海金运路(地铁站),上海地铁13号线西延伸(金运路--国家会展中心),1,上海,上海市,"31.24292476,121.31478499"
上海纪翟路(地铁站),上海地铁13号线西延伸(金运路--国家会展中心),2,上海,上海市,"31.23184766,121.27375066"
上海前湾公园(地铁站),上海地铁13号线西延伸(金运路--国家会展中心),3,上海,上海市,"31.22211677,121.2689515"
上海季乐路(地铁站),上海地铁13号线西延伸(金运路--国家会展中心),4,上海,上海市,"31.21312717,121.27352405"
上海运乐路(地铁站),上海地铁13号线西延伸(金运路--国家会展中心),5,上海,上海市,"31.2065418,121.27868808"
上海国家会展中心(地铁站),上海地铁13号线西延伸(金运路--国家会展中心),6,上海,上海市,"31.19365908,121.29080972"
上海张江路(地铁站),上海地铁13号线(张江路--金运路),1,上海,上海市,"31.19133184,121.62496756"
上海学林路(地铁站),上海地铁13号线(张江路--金运路),2,上海,上海市,"31.18569556,121.61016176"
上海中科路(地铁站),上海地铁13号线(张江路--金运路),3,上海,上海市,"31.1810885,121.5982677"
上海华夏中路(地铁站),上海地铁13号线(张江路--金运路),4,上海,上海市,"31.17667752,121.57687067"
上海莲溪路(地铁站),上海地铁13号线(张江路--金运路),5,上海,上海市,"31.1713205,121.56218668"
上海陈春路(地铁站),上海地铁13号线(张江路--金运路),6,上海,上海市,"31.17728902,121.55394909"
上海北蔡(地铁站),上海地铁13号线(张江路--金运路),7,上海,上海市,"31.18231184,121.54775814"
上海下南路(地铁站),上海地铁13号线(张江路--金运路),8,上海,上海市,"31.18145149,121.53589756"
上海华鹏路(地铁站),上海地铁13号线(张江路--金运路),9,上海,上海市,"31.17839828,121.52223404"
上海东明路(地铁站),上海地铁13号线(张江路--金运路),10,上海,上海市,"31.17493603,121.50784279"
上海成山路(地铁站),上海地铁13号线(张江路--金运路),11,上海,上海市,"31.17348308,121.4927046"
上海长清路(地铁站),上海地铁13号线(张江路--金运路),12,上海,上海市,"31.17602056,121.48405606"
上海世博大道(地铁站),上海地铁13号线(张江路--金运路),13,上海,上海市,"31.18478505,121.47982905"
上海世博会博物馆(地铁站),上海地铁13号线(张江路--金运路),14,上海,上海市,"31.19955139,121.47709871"
上海马当路(地铁站),上海地铁13号线(张江路--金运路),15,上海,上海市,"31.21188971,121.47169519"
上海一大会址·新天地(地铁站),上海地铁13号线(张江路--金运路),16,上海,上海市,"31.21771013,121.47004093"
上海淮海中路(地铁站),上海地铁13号线(张江路--金运路),17,上海,上海市,"31.22197834,121.45981164"
上海南京西路(地铁站),上海地铁13号线(张江路--金运路),18,上海,上海市,"31.23048345,121.45787663"
上海自然博物馆(地铁站),上海地铁13号线(张江路--金运路),19,上海,上海市,"31.23836079,121.45780639"
上海汉中路(地铁站),上海地铁13号线(张江路--金运路),20,上海,上海市,"31.24248963,121.45435838"
上海江宁路(地铁站),上海地铁13号线(张江路--金运路),21,上海,上海市,"31.24615106,121.44022509"
上海长寿路(地铁站),上海地铁13号线(张江路--金运路),22,上海,上海市,"31.24271926,121.43365521"
上海武宁路(地铁站),上海地铁13号线(张江路--金运路),23,上海,上海市,"31.23619674,121.42587425"
上海隆德路(地铁站),上海地铁13号线(张江路--金运路),24,上海,上海市,"31.23235318,121.41893589"
上海金沙江路(地铁站),上海地铁13号线(张江路--金运路),25,上海,上海市,"31.23301039,121.40711243"
上海大渡河路(地铁站),上海地铁13号线(张江路--金运路),26,上海,上海市,"31.23358816,121.38978085"
上海真北路(地铁站),上海地铁13号线(张江路--金运路),27,上海,上海市,"31.23407809,121.37730662"
上海祁连山南路(地铁站),上海地铁13号线(张江路--金运路),28,上海,上海市,"31.23948165,121.3626512"
上海丰庄(地铁站),上海地铁13号线(张江路--金运路),29,上海,上海市,"31.24442523,121.35053776"
上海金沙江西路(地铁站),上海地铁13号线(张江路--金运路),30,上海,上海市,"31.24306045,121.33059662"
上海金运路(地铁站),上海地铁13号线(张江路--金运路),31,上海,上海市,"31.24292484,121.31478457"
上海张江路(地铁站),上海地铁13号线东延伸(张江路--丹桂路),1,上海,上海市,"31.19133249,121.62496814"
上海高科中路(地铁站),上海地铁13号线东延伸(张江路--丹桂路),2,上海,上海市,"31.20609713,121.63009543"
上海丹桂路(地铁站),上海地铁13号线东延伸(张江路--丹桂路),3,上海,上海市,"31.22489477,121.62806084"
上海丹桂路(地铁站),上海地铁13号线东延伸(丹桂路--张江路),1,上海,上海市,"31.22489453,121.62806038"
上海高科中路(地铁站),上海地铁13号线东延伸(丹桂路--张江路),2,上海,上海市,"31.20609801,121.63009668"
上海张江路(地铁站),上海地铁13号线东延伸(丹桂路--张江路),3,上海,上海市,"31.19133112,121.62496819"
上海金运路(地铁站),上海地铁13号线西延伸(金运路--国家会展中心),1,上海,上海市,"31.24292525,121.31478358"
上海纪翟路(地铁站),上海地铁13号线西延伸(金运路--国家会展中心),2,上海,上海市,"31.23184844,121.27375073"
上海前湾公园(地铁站),上海地铁13号线西延伸(金运路--国家会展中心),3,上海,上海市,"31.22211721,121.26895054"
上海季乐路(地铁站),上海地铁13号线西延伸(金运路--国家会展中心),4,上海,上海市,"31.21312672,121.27352331"
上海运乐路(地铁站),上海地铁13号线西延伸(金运路--国家会展中心),5,上海,上海市,"31.20654068,121.27868759"
上海国家会展中心(地铁站),上海地铁13号线西延伸(金运路--国家会展中心),6,上海,上海市,"31.19365875,121.29081117"
上海国家会展中心(地铁站),上海地铁13号线西延伸(国家会展中心--金运路),1,上海,上海市,"31.19365829,121.29080963"
上海运乐路(地铁站),上海地铁13号线西延伸(国家会展中心--金运路),2,上海,上海市,"31.20654081,121.27868754"
上海季乐路(地铁站),上海地铁13号线西延伸(国家会展中心--金运路),3,上海,上海市,"31.21312706,121.27352302"
上海前湾公园(地铁站),上海地铁13号线西延伸(国家会展中心--金运路),4,上海,上海市,"31.22211744,121.26895099"
上海纪翟路(地铁站),上海地铁13号线西延伸(国家会展中心--金运路),5,上海,上海市,"31.23184826,121.27374893"
上海金运路(地铁站),上海地铁13号线西延伸(国家会展中心--金运路),6,上海,上海市,"31.24292496,121.31478305"
上海封浜(地铁站),上海地铁14号线(封浜--桂桥路),1,上海,上海市,"31.26945355,121.29252629"
上海乐秀路(地铁站),上海地铁14号线(封浜--桂桥路),2,上海,上海市,"31.26730062,121.30958834"
上海临洮路(地铁站),上海地铁14号线(封浜--桂桥路),3,上海,上海市,"31.26496579,121.32630836"
上海嘉怡路(地铁站),上海地铁14号线(封浜--桂桥路),4,上海,上海市,"31.26107566,121.3411121"
上海定边路(地铁站),上海地铁14号线(封浜--桂桥路),5,上海,上海市,"31.25824638,121.35777912"
上海真新新村(地铁站),上海地铁14号线(封浜--桂桥路),6,上海,上海市,"31.25740922,121.36731775"
上海真光路(地铁站),上海地铁14号线(封浜--桂桥路),7,上海,上海市,"31.25511087,121.37951666"
上海铜川路(地铁站),上海地铁14号线(封浜--桂桥路),8,上海,上海市,"31.25255939,121.39238432"
上海真如(地铁站),上海地铁14号线(封浜--桂桥路),9,上海,上海市,"31.25266988,121.40142696"
上海中宁路(地铁站),上海地铁14号线(封浜--桂桥路),10,上海,上海市,"31.2468811,121.40988689"
上海曹杨路(地铁站),上海地铁14号线(封浜--桂桥路),11,上海,上海市,"31.24174738,121.41704482"
上海武宁路(地铁站),上海地铁14号线(封浜--桂桥路),12,上海,上海市,"31.23445305,121.42663084"
上海武定路(地铁站),上海地铁14号线(封浜--桂桥路),13,上海,上海市,"31.22916475,121.43153608"
上海静安寺(地铁站),上海地铁14号线(封浜--桂桥路),14,上海,上海市,"31.22381166,121.44082279"
上海一大会址·黄陂南路(地铁站),上海地铁14号线(封浜--桂桥路),15,上海,上海市,"31.22559553,121.46781273"
上海大世界(地铁站),上海地铁14号线(封浜--桂桥路),16,上海,上海市,"31.22886076,121.47579288"
上海豫园(地铁站),上海地铁14号线(封浜--桂桥路),17,上海,上海市,"31.23153683,121.48447926"
上海陆家嘴(地铁站),上海地铁14号线(封浜--桂桥路),18,上海,上海市,"31.23721193,121.49841911"
上海浦东南路(地铁站),上海地铁14号线(封浜--桂桥路),19,上海,上海市,"31.24058401,121.50802556"
上海浦东大道(地铁站),上海地铁14号线(封浜--桂桥路),20,上海,上海市,"31.24237897,121.51493898"
上海源深路(地铁站),上海地铁14号线(封浜--桂桥路),21,上海,上海市,"31.24342127,121.52669107"
上海昌邑路(地铁站),上海地铁14号线(封浜--桂桥路),22,上海,上海市,"31.24606368,121.53580789"
上海歇浦路(地铁站),上海地铁14号线(封浜--桂桥路),23,上海,上海市,"31.25287494,121.54723957"
上海龙居路(地铁站),上海地铁14号线(封浜--桂桥路),24,上海,上海市,"31.25892854,121.55400218"
上海云山路(地铁站),上海地铁14号线(封浜--桂桥路),25,上海,上海市,"31.25314734,121.56692608"
上海蓝天路(地铁站),上海地铁14号线(封浜--桂桥路),26,上海,上海市,"31.24321719,121.57377833"
上海黄杨路(地铁站),上海地铁14号线(封浜--桂桥路),27,上海,上海市,"31.23619759,121.58680965"
上海云顺路(地铁站),上海地铁14号线(封浜--桂桥路),28,上海,上海市,"31.2392636,121.59613521"
上海浦东足球场(地铁站),上海地铁14号线(封浜--桂桥路),29,上海,上海市,"31.24383498,121.61122435"
上海金粤路(地铁站),上海地铁14号线(封浜--桂桥路),30,上海,上海市,"31.24426995,121.62479764"
上海桂桥路(地铁站),上海地铁14号线(封浜--桂桥路),31,上海,上海市,"31.25158562,121.63085915"
上海桂桥路(地铁站),上海地铁14号线(桂桥路--封浜),1,上海,上海市,"31.25158533,121.63086074"
上海金粤路(地铁站),上海地铁14号线(桂桥路--封浜),2,上海,上海市,"31.24426898,121.6247971"
上海浦东足球场(地铁站),上海地铁14号线(桂桥路--封浜),3,上海,上海市,"31.24383637,121.61122382"
上海云顺路(地铁站),上海地铁14号线(桂桥路--封浜),4,上海,上海市,"31.23926331,121.5961335"
上海黄杨路(地铁站),上海地铁14号线(桂桥路--封浜),5,上海,上海市,"31.23619882,121.58681071"
上海蓝天路(地铁站),上海地铁14号线(桂桥路--封浜),6,上海,上海市,"31.24321747,121.57377964"
上海云山路(地铁站),上海地铁14号线(桂桥路--封浜),7,上海,上海市,"31.25314704,121.56692717"
上海龙居路(地铁站),上海地铁14号线(桂桥路--封浜),8,上海,上海市,"31.25892761,121.55400224"
上海歇浦路(地铁站),上海地铁14号线(桂桥路--封浜),9,上海,上海市,"31.25287499,121.54723882"
上海昌邑路(地铁站),上海地铁14号线(桂桥路--封浜),10,上海,上海市,"31.2460638,121.53580683"
上海源深路(地铁站),上海地铁14号线(桂桥路--封浜),11,上海,上海市,"31.24342091,121.52669142"
上海浦东大道(地铁站),上海地铁14号线(桂桥路--封浜),12,上海,上海市,"31.24237937,121.5149386"
上海浦东南路(地铁站),上海地铁14号线(桂桥路--封浜),13,上海,上海市,"31.24058463,121.5080241"
上海陆家嘴(地铁站),上海地铁14号线(桂桥路--封浜),14,上海,上海市,"31.23721284,121.49841946"
上海豫园(地铁站),上海地铁14号线(桂桥路--封浜),15,上海,上海市,"31.23153665,121.48447842"
上海大世界(地铁站),上海地铁14号线(桂桥路--封浜),16,上海,上海市,"31.22886086,121.47579334"
上海一大会址·黄陂南路(地铁站),上海地铁14号线(桂桥路--封浜),17,上海,上海市,"31.2255953,121.4678121"
上海静安寺(地铁站),上海地铁14号线(桂桥路--封浜),18,上海,上海市,"31.22381265,121.44082433"
上海武定路(地铁站),上海地铁14号线(桂桥路--封浜),19,上海,上海市,"31.22916574,121.43153656"
上海武宁路(地铁站),上海地铁14号线(桂桥路--封浜),20,上海,上海市,"31.23445425,121.4266307"
上海曹杨路(地铁站),上海地铁14号线(桂桥路--封浜),21,上海,上海市,"31.24174718,121.41704441"
上海中宁路(地铁站),上海地铁14号线(桂桥路--封浜),22,上海,上海市,"31.2468804,121.40988739"
上海真如(地铁站),上海地铁14号线(桂桥路--封浜),23,上海,上海市,"31.2526697,121.40142655"
上海铜川路(地铁站),上海地铁14号线(桂桥路--封浜),24,上海,上海市,"31.25256014,121.39238381"
上海真光路(地铁站),上海地铁14号线(桂桥路--封浜),25,上海,上海市,"31.25510911,121.37951589"
上海真新新村(地铁站),上海地铁14号线(桂桥路--封浜),26,上海,上海市,"31.25740938,121.36731653"
上海定边路(地铁站),上海地铁14号线(桂桥路--封浜),27,上海,上海市,"31.25824747,121.35777926"
上海嘉怡路(地铁站),上海地铁14号线(桂桥路--封浜),28,上海,上海市,"31.2610771,121.34111164"
上海临洮路(地铁站),上海地铁14号线(桂桥路--封浜),29,上海,上海市,"31.26496543,121.3263087"
上海乐秀路(地铁站),上海地铁14号线(桂桥路--封浜),30,上海,上海市,"31.26730108,121.30958819"
